capture_id,season,site,roll,capture,capture_date_local,capture_time_local,subject_id,question__species,question__count_max,question__count_median,question__count_min,question__standing,question__resting,question__moving,question__eating,question__interacting,question__young_present,question__horns_count_max,question__horns_count_median,question__horns_count_min,p_users_identified_this_species,pielous_evenness_index
KGA_S1#A01#1#16,KGA_S1,A01,1,16,2018-10-27,20:27:00,33326960,gemsbokoryx,1,1,1,0.27,0.00,0.82,0.00,0.00,0.00,,,,1.00,0.00
KGA_S1#A01#1#17,KGA_S1,A01,1,17,2018-10-27,20:42:28,33326961,gemsbokoryx,1,1,1,0.50,0.00,0.10,0.50,0.00,0.00,,,,1.00,0.00
KGA_S1#A01#1#18,KGA_S1,A01,1,18,2018-10-27,20:46:06,33326962,gemsbokoryx,1,1,1,0.50,0.00,0.20,0.30,0.00,0.00,,,,1.00,0.00
KGA_S1#A01#1#19,KGA_S1,A01,1,19,2018-10-28,05:09:21,33326963,gemsbokoryx,4,3,3,0.60,0.00,0.40,0.20,0.00,0.00,,,,1.00,0.00
KGA_S1#A01#1#20,KGA_S1,A01,1,20,2018-10-28,05:13:06,33326964,gemsbokoryx,3,3,3,0.10,0.00,0.00,1.00,0.00,0.00,,,,1.00,0.00
KGA_S1#A01#1#21,KGA_S1,A01,1,21,2018-10-28,05:17:13,33326965,gemsbokoryx,2,1,1,0.40,0.00,0.00,0.60,0.00,0.00,,,,1.00,0.00
KGA_S1#A01#1#24,KGA_S1,A01,1,24,2018-10-28,05:40:24,33326966,gemsbokoryx,1,1,1,0.00,0.00,1.00,0.00,0.00,0.00,,,,1.00,0.00
KGA_S1#A01#1#25,KGA_S1,A01,1,25,2018-10-28,05:45:00,33326967,gemsbokoryx,2,2,2,0.50,0.00,0.40,0.90,0.00,0.00,,,,1.00,0.00
KGA_S1#A01#1#26,KGA_S1,A01,1,26,2018-10-28,06:29:28,33326968,gemsbokoryx,2,2,2,0.70,0.00,1.00,0.00,0.00,0.00,,,,1.00,0.00
KGA_S1#A01#1#27,KGA_S1,A01,1,27,2018-10-28,06:30:44,33326969,gemsbokoryx,1,1,1,1.00,0.00,0.00,0.00,0.00,0.00,,,,1.00,0.00
KGA_S1#A01#1#28,KGA_S1,A01,1,28,2018-10-28,06:35:13,33326970,gemsbokoryx,4,3,3,1.00,0.00,0.10,0.00,0.00,0.00,,,,1.00,0.00
KGA_S1#A01#1#29,KGA_S1,A01,1,29,2018-10-28,06:37:00,33326971,gemsbokoryx,4,3,3,0.40,0.00,0.90,0.30,0.00,0.00,,,,1.00,0.00
KGA_S1#A01#1#30,KGA_S1,A01,1,30,2018-10-28,06:38:37,33326972,gemsbokoryx,3,3,3,0.91,0.09,0.09,0.36,0.27,1.00,,,,1.00,0.00
KGA_S1#A01#1#31,KGA_S1,A01,1,31,2018-10-28,06:40:34,33326973,gemsbokoryx,3,3,3,0.20,0.00,1.00,0.70,0.00,0.00,,,,1.00,0.00
KGA_S1#A01#1#32,KGA_S1,A01,1,32,2018-10-28,06:41:55,33326974,gemsbokoryx,3,3,1,0.40,0.00,0.90,0.10,0.00,0.00,,,,1.00,0.00
KGA_S1#A01#1#33,KGA_S1,A01,1,33,2018-10-28,06:56:45,33326975,gemsbokoryx,1,1,1,0.10,0.00,0.70,0.40,0.00,0.00,,,,1.00,0.00
KGA_S1#A01#1#34,KGA_S1,A01,1,34,2018-10-28,06:58:06,33326976,gemsbokoryx,3,2,2,0.10,0.00,0.90,0.30,0.00,0.00,,,,1.00,0.00
KGA_S1#A01#1#35,KGA_S1,A01,1,35,2018-10-28,09:36:26,33326977,gemsbokoryx,1,1,1,0.00,0.00,1.00,0.00,0.00,0.00,,,,1.00,0.00
KGA_S1#A01#1#36,KGA_S1,A01,1,36,2018-10-28,11:46:22,33326978,birdother,3,3,1,0.50,0.00,1.00,0.10,0.00,0.00,,,,1.00,0.00
KGA_S1#A01#1#37,KGA_S1,A01,1,37,2018-10-28,11:52:28,33326979,birdother,2,1,1,0.10,0.00,1.00,0.00,0.10,0.00,,,,0.91,0.44
KGA_S1#A01#1#38,KGA_S1,A01,1,38,2018-10-28,11:59:52,33326980,blank,,,,,,,,,,,,,1.00,0.00
KGA_S1#A01#1#39,KGA_S1,A01,1,39,2018-10-28,12:18:23,33326981,blank,,,,,,,,,,,,,1.00,0.00
KGA_S1#A01#1#40,KGA_S1,A01,1,40,2018-10-28,13:44:56,33326982,blank,,,,,,,,,,,,,1.00,0.00
KGA_S1#A01#1#41,KGA_S1,A01,1,41,2018-10-28,14:46:37,33326983,blank,,,,,,,,,,,,,1.00,0.00
KGA_S1#A01#1#42,KGA_S1,A01,1,42,2018-10-29,06:19:52,33326984,gemsbokoryx,1,1,1,0.00,0.00,1.00,0.00,0.00,0.00,,,,1.00,0.00
KGA_S1#A01#1#43,KGA_S1,A01,1,43,2018-10-29,06:24:08,33326985,gemsbokoryx,1,1,1,0.11,0.00,0.78,0.11,0.00,0.00,,,,1.00,0.00
KGA_S1#A01#1#44,KGA_S1,A01,1,44,2018-10-29,10:37:18,33326986,blank,,,,,,,,,,,,,1.00,0.00
KGA_S1#A01#1#45,KGA_S1,A01,1,45,2018-10-29,10:44:20,33326987,blank,,,,,,,,,,,,,1.00,0.00
KGA_S1#A01#1#46,KGA_S1,A01,1,46,2018-10-29,11:10:29,33326988,blank,,,,,,,,,,,,,1.00,0.00
KGA_S1#A01#1#47,KGA_S1,A01,1,47,2018-10-29,13:03:59,33326989,blank,,,,,,,,,,,,,1.00,0.00
KGA_S1#A01#1#48,KGA_S1,A01,1,48,2018-10-29,13:21:52,33326990,blank,,,,,,,,,,,,,1.00,0.00
KGA_S1#A01#1#49,KGA_S1,A01,1,49,2018-10-29,13:47:59,33326991,blank,,,,,,,,,,,,,1.00,0.00
KGA_S1#A01#1#50,KGA_S1,A01,1,50,2018-10-29,15:03:53,33326992,blank,,,,,,,,,,,,,1.00,0.00
KGA_S1#A01#1#51,KGA_S1,A01,1,51,2018-10-29,15:06:06,33326993,blank,,,,,,,,,,,,,1.00,0.00
KGA_S1#A01#1#52,KGA_S1,A01,1,52,2018-10-30,23:32:40,33326994,jackalblackbacked,1,1,1,0.10,0.00,0.80,0.10,0.00,0.00,,,,0.91,0.44
KGA_S1#A01#1#53,KGA_S1,A01,1,53,2018-10-31,10:55:04,33326995,blank,,,,,,,,,,,,,1.00,0.00
KGA_S1#A01#1#54,KGA_S1,A01,1,54,2018-10-31,11:39:49,33326996,blank,,,,,,,,,,,,,1.00,0.00
KGA_S1#A01#1#55,KGA_S1,A01,1,55,2018-10-31,11:46:46,33326997,blank,,,,,,,,,,,,,1.00,0.00
KGA_S1#A01#1#56,KGA_S1,A01,1,56,2018-10-31,13:22:45,33326998,birdother,1,1,1,0.10,0.10,0.80,0.00,0.00,0.00,,,,0.91,0.44
KGA_S1#A01#1#57,KGA_S1,A01,1,57,2018-10-31,18:27:58,33326999,gemsbokoryx,2,2,2,0.00,0.00,0.90,0.40,0.00,0.00,,,,1.00,0.00
KGA_S1#A01#1#58,KGA_S1,A01,1,58,2018-10-31,21:41:06,33327000,foxcape,1,1,1,0.00,0.00,1.00,0.00,0.00,0.00,,,,0.91,0.44
KGA_S1#A01#1#59,KGA_S1,A01,1,59,2018-11-01,09:29:23,33327001,blank,,,,,,,,,,,,,0.91,0.00
KGA_S1#A01#1#60,KGA_S1,A01,1,60,2018-11-01,10:53:11,33327002,birdother,2,1,1,0.30,0.10,0.90,0.00,0.00,0.00,,,,1.00,0.00
KGA_S1#A01#1#61,KGA_S1,A01,1,61,2018-11-01,11:27:25,33327003,blank,,,,,,,,,,,,,1.00,0.00
KGA_S1#A01#1#62,KGA_S1,A01,1,62,2018-11-01,11:42:44,33327004,blank,,,,,,,,,,,,,1.00,0.00
KGA_S1#A01#1#63,KGA_S1,A01,1,63,2018-11-01,11:58:53,33327005,blank,,,,,,,,,,,,,1.00,0.00
KGA_S1#A01#1#64,KGA_S1,A01,1,64,2018-11-01,12:00:06,33327006,blank,,,,,,,,,,,,,1.00,0.00
KGA_S1#A01#1#65,KGA_S1,A01,1,65,2018-11-01,15:19:17,33327007,blank,,,,,,,,,,,,,1.00,0.00
KGA_S1#A01#1#66,KGA_S1,A01,1,66,2018-11-02,00:22:07,33327008,blank,,,,,,,,,,,,,1.00,0.00
KGA_S1#A01#1#67,KGA_S1,A01,1,67,2018-11-02,03:40:59,33327009,harecape,1,1,1,0.00,0.00,1.00,0.00,0.00,0.00,,,,1.00,0.00
KGA_S1#A01#1#68,KGA_S1,A01,1,68,2018-11-02,10:53:14,33327010,birdother,2,2,1,0.50,0.50,0.20,0.00,0.00,0.00,,,,1.00,0.00
KGA_S1#A01#1#69,KGA_S1,A01,1,69,2018-11-02,11:21:44,33327011,blank,,,,,,,,,,,,,1.00,0.00
KGA_S1#A01#1#70,KGA_S1,A01,1,70,2018-11-02,11:22:47,33327012,blank,,,,,,,,,,,,,1.00,0.00
KGA_S1#A01#1#71,KGA_S1,A01,1,71,2018-11-02,13:32:49,33327013,blank,,,,,,,,,,,,,1.00,0.00
KGA_S1#A01#1#72,KGA_S1,A01,1,72,2018-11-02,14:48:00,33327014,blank,,,,,,,,,,,,,1.00,0.00
KGA_S1#A01#1#73,KGA_S1,A01,1,73,2018-11-02,14:55:54,33327015,blank,,,,,,,,,,,,,1.00,0.00
KGA_S1#A01#1#75,KGA_S1,A01,1,75,2018-11-03,10:24:38,33327016,reptilesamphibians,1,1,1,0.00,0.00,1.00,0.00,0.00,0.00,,,,0.80,0.78
KGA_S1#A01#1#76,KGA_S1,A01,1,76,2018-11-03,10:43:48,33327017,birdother,2,1,1,0.08,0.00,1.00,0.00,0.00,0.00,,,,0.92,0.39
KGA_S1#A01#1#77,KGA_S1,A01,1,77,2018-11-03,11:03:26,33327018,blank,,,,,,,,,,,,,1.00,0.00
KGA_S1#A01#1#78,KGA_S1,A01,1,78,2018-11-03,11:07:45,33327019,blank,,,,,,,,,,,,,1.00,0.00
KGA_S1#A01#1#79,KGA_S1,A01,1,79,2018-11-03,11:15:32,33327020,blank,,,,,,,,,,,,,1.00,0.00
KGA_S1#A01#1#80,KGA_S1,A01,1,80,2018-11-03,11:20:32,33327021,blank,,,,,,,,,,,,,1.00,0.00
KGA_S1#A01#1#81,KGA_S1,A01,1,81,2018-11-03,12:29:34,33327022,blank,,,,,,,,,,,,,1.00,0.00
KGA_S1#A01#1#82,KGA_S1,A01,1,82,2018-11-03,12:31:59,33327023,blank,,,,,,,,,,,,,1.00,0.00
KGA_S1#A01#1#83,KGA_S1,A01,1,83,2018-11-03,12:34:18,33327024,blank,,,,,,,,,,,,,0.77,0.00
KGA_S1#A01#1#84,KGA_S1,A01,1,84,2018-11-03,12:43:52,33327025,blank,,,,,,,,,,,,,1.00,0.00
KGA_S1#A01#1#85,KGA_S1,A01,1,85,2018-11-03,12:50:13,33327026,blank,,,,,,,,,,,,,1.00,0.00
KGA_S1#A01#1#86,KGA_S1,A01,1,86,2018-11-03,14:16:36,33327027,blank,,,,,,,,,,,,,1.00,0.00
KGA_S1#A01#1#87,KGA_S1,A01,1,87,2018-11-03,17:12:44,33327028,jackalblackbacked,1,1,1,0.00,0.00,1.00,0.00,0.00,0.10,,,,1.00,0.00
KGA_S1#A01#1#88,KGA_S1,A01,1,88,2018-11-04,11:28:57,33327029,ostrich,5,4,4,0.44,0.00,0.78,0.33,0.00,1.00,,,,1.00,0.00
KGA_S1#A01#1#89,KGA_S1,A01,1,89,2018-11-04,11:29:57,33327030,ostrich,2,2,2,0.90,0.00,0.30,0.00,0.10,0.00,,,,0.91,0.44
KGA_S1#A01#1#90,KGA_S1,A01,1,90,2018-11-04,11:30:57,33327031,ostrich,1,1,1,0.20,0.00,0.10,0.90,0.00,0.00,,,,1.00,0.00
KGA_S1#A01#1#91,KGA_S1,A01,1,91,2018-11-04,11:31:57,33327032,ostrich,2,2,1,0.50,0.00,0.40,0.70,0.00,0.90,,,,1.00,0.00
KGA_S1#A01#1#92,KGA_S1,A01,1,92,2018-11-04,11:32:57,33327033,ostrich,1,1,1,0.80,0.00,0.10,0.10,0.00,0.00,,,,1.00,0.00
KGA_S1#A01#1#93,KGA_S1,A01,1,93,2018-11-04,11:34:00,33327034,ostrich,1,1,1,0.80,0.00,0.10,0.20,0.00,0.00,,,,1.00,0.00
KGA_S1#A01#1#94,KGA_S1,A01,1,94,2018-11-04,11:34:59,33327035,ostrich,1,1,1,1.00,0.00,0.10,0.00,0.00,0.00,,,,1.00,0.00
KGA_S1#A01#1#95,KGA_S1,A01,1,95,2018-11-04,11:36:00,33327036,ostrich,3,2,1,0.90,0.00,0.10,0.00,0.00,0.70,,,,1.00,0.00
KGA_S1#A01#1#96,KGA_S1,A01,1,96,2018-11-04,11:37:19,33327037,ostrich,2,2,2,1.00,0.00,0.00,0.00,0.00,1.00,,,,1.00,0.00
KGA_S1#A01#1#97,KGA_S1,A01,1,97,2018-11-04,11:38:19,33327038,ostrich,3,2,2,1.00,0.00,0.00,0.00,0.00,1.00,,,,1.00,0.00
KGA_S1#A01#1#98,KGA_S1,A01,1,98,2018-11-04,11:39:20,33327039,ostrich,2,2,1,1.00,0.20,0.00,0.00,0.00,1.00,,,,1.00,0.00
KGA_S1#A01#1#99,KGA_S1,A01,1,99,2018-11-04,11:40:22,33327040,ostrich,2,2,1,1.00,0.10,0.00,0.00,0.00,0.90,,,,1.00,0.00
KGA_S1#A01#1#100,KGA_S1,A01,1,100,2018-11-04,11:41:42,33327041,ostrich,2,2,1,1.00,0.10,0.10,0.00,0.00,0.90,,,,1.00,0.00
KGA_S1#A01#1#101,KGA_S1,A01,1,101,2018-11-04,11:43:09,33327042,ostrich,3,2,1,0.91,0.09,0.09,0.00,0.00,0.82,,,,1.00,0.00
KGA_S1#A01#1#102,KGA_S1,A01,1,102,2018-11-04,11:44:29,33327043,ostrich,3,2,1,0.90,0.10,0.00,0.00,0.00,0.50,,,,1.00,0.00
KGA_S1#A01#1#103,KGA_S1,A01,1,103,2018-11-04,11:45:28,33327044,ostrich,2,2,2,0.89,0.00,0.11,0.00,0.11,1.00,,,,1.00,0.00
KGA_S1#A01#1#104,KGA_S1,A01,1,104,2018-11-04,11:46:29,33327045,ostrich,4,4,1,1.00,0.00,0.20,0.00,0.00,0.70,,,,1.00,0.00
KGA_S1#A01#1#105,KGA_S1,A01,1,105,2018-11-04,11:47:49,33327046,ostrich,4,4,1,0.90,0.00,0.20,0.10,0.10,0.90,,,,1.00,0.00
KGA_S1#A01#1#106,KGA_S1,A01,1,106,2018-11-04,11:51:32,33327047,ostrich,1,1,1,1.00,0.00,0.00,0.00,0.00,0.00,,,,1.00,0.00
KGA_S1#A01#1#107,KGA_S1,A01,1,107,2018-11-04,11:52:32,33327048,ostrich,1,1,1,1.00,0.00,0.00,0.00,0.00,0.00,,,,1.00,0.00
KGA_S1#A01#1#108,KGA_S1,A01,1,108,2018-11-04,11:53:32,33327049,ostrich,1,1,1,1.00,0.00,0.00,0.09,0.00,0.00,,,,1.00,0.00
KGA_S1#A01#1#109,KGA_S1,A01,1,109,2018-11-04,11:54:49,33327050,ostrich,1,1,1,1.00,0.00,0.00,0.00,0.00,0.00,,,,1.00,0.00
KGA_S1#A01#1#110,KGA_S1,A01,1,110,2018-11-04,12:00:31,33327051,ostrich,1,1,1,0.90,0.00,0.00,0.10,0.00,0.00,,,,1.00,0.00
KGA_S1#A01#1#111,KGA_S1,A01,1,111,2018-11-04,12:01:56,33327052,ostrich,1,1,1,0.90,0.00,0.10,0.00,0.10,0.00,,,,1.00,0.00
KGA_S1#A01#1#112,KGA_S1,A01,1,112,2018-11-04,12:02:57,33327053,ostrich,2,1,1,1.00,0.00,0.00,0.10,0.00,0.10,,,,1.00,0.00
KGA_S1#A01#1#113,KGA_S1,A01,1,113,2018-11-04,12:03:58,33327054,ostrich,1,1,1,0.90,0.00,0.10,0.00,0.20,0.00,,,,1.00,0.00
KGA_S1#A01#1#114,KGA_S1,A01,1,114,2018-11-04,12:06:43,33327055,ostrich,1,1,1,1.00,0.00,0.00,0.00,0.00,0.00,,,,1.00,0.00
KGA_S1#A01#1#115,KGA_S1,A01,1,115,2018-11-04,12:07:50,33327056,ostrich,1,1,1,1.00,0.00,0.00,0.00,0.00,0.00,,,,1.00,0.00
KGA_S1#A01#1#116,KGA_S1,A01,1,116,2018-11-04,12:08:54,33327057,ostrich,1,1,1,1.00,0.00,0.00,0.00,0.00,0.00,,,,1.00,0.00
KGA_S1#A01#1#117,KGA_S1,A01,1,117,2018-11-04,12:10:30,33327058,ostrich,1,1,1,0.90,0.00,0.00,0.00,0.10,0.00,,,,1.00,0.00
KGA_S1#A01#1#118,KGA_S1,A01,1,118,2018-11-04,12:11:31,33327059,ostrich,1,1,1,1.00,0.00,0.00,0.00,0.00,0.00,,,,1.00,0.00
KGA_S1#A01#1#119,KGA_S1,A01,1,119,2018-11-04,12:12:31,33327060,ostrich,1,1,1,1.00,0.00,0.00,0.00,0.00,0.00,,,,1.00,0.00
KGA_S1#A01#1#120,KGA_S1,A01,1,120,2018-11-04,12:13:59,33327061,ostrich,2,2,2,0.80,0.10,0.00,0.00,0.10,0.00,,,,1.00,0.00
KGA_S1#A01#1#121,KGA_S1,A01,1,121,2018-11-04,12:14:59,33327062,ostrich,5,5,2,1.00,0.00,0.27,0.00,0.09,1.00,,,,1.00,0.00
KGA_S1#A01#1#122,KGA_S1,A01,1,122,2018-11-04,12:53:45,33327063,blank,,,,,,,,,,,,,1.00,0.00
KGA_S1#A01#1#123,KGA_S1,A01,1,123,2018-11-04,13:01:57,33327064,birdother,1,1,1,0.00,0.00,1.00,0.00,0.00,0.00,,,,1.00,0.00
KGA_S1#A01#1#124,KGA_S1,A01,1,124,2018-11-04,13:03:53,33327065,ostrich,4,4,1,0.20,0.00,0.90,0.00,0.00,1.00,,,,0.91,0.44
KGA_S1#A01#1#125,KGA_S1,A01,1,125,2018-11-04,13:05:12,33327066,ostrich,2,2,1,0.80,0.00,0.20,0.00,0.10,0.00,,,,1.00,0.00
KGA_S1#A01#1#126,KGA_S1,A01,1,126,2018-11-04,13:18:30,33327067,ostrich,4,4,3,1.00,0.10,0.30,0.00,0.20,1.00,,,,1.00,0.00
KGA_S1#A01#1#127,KGA_S1,A01,1,127,2018-11-04,13:20:13,33327068,ostrich,1,1,1,0.00,0.00,1.00,0.00,0.00,0.00,,,,1.00,0.00
KGA_S1#A01#1#128,KGA_S1,A01,1,128,2018-11-04,13:24:23,33327069,blank,,,,,,,,,,,,,1.00,0.00
KGA_S1#A01#1#129,KGA_S1,A01,1,129,2018-11-04,19:38:46,33327070,blank,,,,,,,,,,,,,1.00,0.00
KGA_S1#A01#1#130,KGA_S1,A01,1,130,2018-11-04,19:40:45,33327071,eland,2,2,2,0.44,0.00,0.44,0.56,0.00,0.11,,,,1.00,0.00
KGA_S1#A01#1#131,KGA_S1,A01,1,131,2018-11-04,23:07:51,33327072,blank,,,,,,,,,,,,,1.00,0.00
KGA_S1#A01#1#132,KGA_S1,A01,1,132,2018-11-05,02:45:31,33327073,gemsbokoryx,1,1,1,0.10,0.00,0.90,0.00,0.00,0.00,,,,1.00,0.00
KGA_S1#A01#1#133,KGA_S1,A01,1,133,2018-11-06,10:33:02,33327074,blank,,,,,,,,,,,,,1.00,0.00
KGA_S1#A01#1#134,KGA_S1,A01,1,134,2018-11-06,10:38:50,33327075,blank,,,,,,,,,,,,,0.62,0.00
KGA_S1#A01#1#135,KGA_S1,A01,1,135,2018-11-06,10:48:51,33327076,blank,,,,,,,,,,,,,1.00,0.00
KGA_S1#A01#1#136,KGA_S1,A01,1,136,2018-11-06,10:51:30,33327077,birdother,1,1,1,0.00,0.00,1.00,0.00,0.00,0.00,,,,1.00,0.00
KGA_S1#A01#1#137,KGA_S1,A01,1,137,2018-11-06,10:57:25,33327078,blank,,,,,,,,,,,,,1.00,0.00
KGA_S1#A01#1#138,KGA_S1,A01,1,138,2018-11-06,11:18:12,33327080,blank,,,,,,,,,,,,,1.00,0.00
KGA_S1#A01#1#139,KGA_S1,A01,1,139,2018-11-06,11:26:47,33327081,blank,,,,,,,,,,,,,1.00,0.00
KGA_S1#A01#1#140,KGA_S1,A01,1,140,2018-11-07,04:58:01,33327083,hyenabrown,1,1,1,0.10,0.00,0.90,0.00,0.00,0.00,,,,1.00,0.00
KGA_S1#A01#1#141,KGA_S1,A01,1,141,2018-11-07,12:32:46,33327085,blank,,,,,,,,,,,,,1.00,0.00
KGA_S1#A01#1#142,KGA_S1,A01,1,142,2018-11-07,12:37:10,33327086,birdother,2,1,1,0.00,0.00,1.00,0.00,0.00,0.00,,,,1.00,0.00
KGA_S1#A01#1#143,KGA_S1,A01,1,143,2018-11-07,12:45:46,33327088,birdother,1,1,1,0.00,0.00,1.00,0.00,0.00,0.00,,,,1.00,0.00
KGA_S1#A01#1#144,KGA_S1,A01,1,144,2018-11-07,13:00:18,33327090,blank,,,,,,,,,,,,,1.00,0.00
KGA_S1#A01#1#145,KGA_S1,A01,1,145,2018-11-07,13:25:59,33327092,blank,,,,,,,,,,,,,1.00,0.00
KGA_S1#A01#1#146,KGA_S1,A01,1,146,2018-11-07,13:29:10,33327093,blank,,,,,,,,,,,,,1.00,0.00
KGA_S1#A01#1#147,KGA_S1,A01,1,147,2018-11-07,14:02:06,33327095,blank,,,,,,,,,,,,,1.00,0.00
KGA_S1#A01#1#148,KGA_S1,A01,1,148,2018-11-07,14:17:54,33327097,blank,,,,,,,,,,,,,1.00,0.00
KGA_S1#A01#1#149,KGA_S1,A01,1,149,2018-11-08,11:19:40,33327099,birdother,1,1,1,0.60,0.40,0.00,0.00,0.00,0.00,,,,1.00,0.00
KGA_S1#A01#1#150,KGA_S1,A01,1,150,2018-11-08,11:28:34,33327100,birdother,1,1,1,0.36,0.00,0.36,0.55,0.00,0.00,,,,0.92,0.41
KGA_S1#A01#1#151,KGA_S1,A01,1,151,2018-11-08,11:51:12,33327102,blank,,,,,,,,,,,,,0.77,0.00
KGA_S1#A01#1#152,KGA_S1,A01,1,152,2018-11-08,12:04:35,33327104,blank,,,,,,,,,,,,,0.83,0.00
KGA_S1#A01#1#153,KGA_S1,A01,1,153,2018-11-08,12:16:30,33327106,birdother,3,2,2,0.30,0.10,1.00,0.00,0.00,0.00,,,,1.00,0.00
KGA_S1#A01#1#154,KGA_S1,A01,1,154,2018-11-08,12:26:29,33327107,blank,,,,,,,,,,,,,1.00,0.00
KGA_S1#A01#1#155,KGA_S1,A01,1,155,2018-11-08,12:31:10,33327109,blank,,,,,,,,,,,,,1.00,0.00
KGA_S1#A01#1#156,KGA_S1,A01,1,156,2018-11-08,13:44:30,33327111,blank,,,,,,,,,,,,,1.00,0.00
KGA_S1#A01#1#157,KGA_S1,A01,1,157,2018-11-08,14:07:57,33327112,birdother,1,1,1,0.00,0.00,1.00,0.00,0.00,0.00,,,,1.00,0.00
KGA_S1#A01#1#158,KGA_S1,A01,1,158,2018-11-08,14:16:55,33327114,birdother,1,1,1,0.10,0.00,0.80,0.30,0.00,0.00,,,,1.00,0.00
KGA_S1#A01#1#159,KGA_S1,A01,1,159,2018-11-08,18:38:39,33327116,gemsbokoryx,1,1,1,0.00,0.00,1.00,0.00,0.00,0.00,,,,1.00,0.00
KGA_S1#A01#1#160,KGA_S1,A01,1,160,2018-11-09,11:14:31,33327117,birdother,1,1,1,0.18,0.00,0.73,0.18,0.00,0.00,,,,1.00,0.00
KGA_S1#A01#1#161,KGA_S1,A01,1,161,2018-11-09,12:26:37,33327119,blank,,,,,,,,,,,,,1.00,0.00
KGA_S1#A01#1#162,KGA_S1,A01,1,162,2018-11-09,12:34:55,33327121,blank,,,,,,,,,,,,,1.00,0.00
KGA_S1#A01#1#163,KGA_S1,A01,1,163,2018-11-09,12:37:01,33327123,birdother,1,1,1,0.10,0.00,0.90,0.00,0.00,0.00,,,,1.00,0.00
KGA_S1#A01#1#164,KGA_S1,A01,1,164,2018-11-09,13:56:24,33327124,blank,,,,,,,,,,,,,1.00,0.00
KGA_S1#A01#1#165,KGA_S1,A01,1,165,2018-11-09,14:00:40,33327126,blank,,,,,,,,,,,,,1.00,0.00
KGA_S1#A01#1#166,KGA_S1,A01,1,166,2018-11-09,14:07:00,33327128,blank,,,,,,,,,,,,,1.00,0.00
KGA_S1#A01#1#167,KGA_S1,A01,1,167,2018-11-09,14:23:19,33327130,blank,,,,,,,,,,,,,1.00,0.00
KGA_S1#A01#1#168,KGA_S1,A01,1,168,2018-11-09,21:58:46,33327131,blank,,,,,,,,,,,,,1.00,0.00
KGA_S1#A01#1#169,KGA_S1,A01,1,169,2018-11-10,09:56:26,33327133,blank,,,,,,,,,,,,,1.00,0.00
KGA_S1#A01#1#170,KGA_S1,A01,1,170,2018-11-10,12:29:59,33327135,blank,,,,,,,,,,,,,1.00,0.00
KGA_S1#A01#1#171,KGA_S1,A01,1,171,2018-11-10,12:52:52,33327137,blank,,,,,,,,,,,,,1.00,0.00
KGA_S1#A01#1#172,KGA_S1,A01,1,172,2018-11-10,13:24:56,33327138,blank,,,,,,,,,,,,,1.00,0.00
KGA_S1#A01#1#173,KGA_S1,A01,1,173,2018-11-10,14:13:35,33327140,blank,,,,,,,,,,,,,1.00,0.00
