capture_id,season,site,roll,capture,capture_date_local,capture_time_local,subject_id,question__species,question__count_max,question__count_median,question__count_min,question__standing,question__resting,question__moving,question__eating,question__interacting,question__young_present,question__horns_count_max,question__horns_count_median,question__horns_count_min,p_users_identified_this_species,pielous_evenness_index
KAR_S1#A01#1#19,KAR_S1,A01,1,19,2017-10-21,21:17:59,28794498,kudu,1,1,1,0.12,0.00,0.88,0.00,0.00,0.00,,,,0.80,0.58
KAR_S1#A01#1#20,KAR_S1,A01,1,20,2017-10-21,23:36:11,28794499,springbok,1,1,1,0.20,0.00,0.20,0.80,0.00,0.00,,,,1.00,0.00
KAR_S1#A01#1#21,KAR_S1,A01,1,21,2017-10-21,23:43:28,28794500,springbok,1,1,1,0.10,0.00,0.10,1.00,0.00,0.00,,,,1.00,0.00
KAR_S1#A01#1#22,KAR_S1,A01,1,22,2017-10-24,06:35:19,28794501,zebramountain,1,1,1,0.89,0.00,0.11,0.00,0.00,0.00,,,,0.90,0.47
KAR_S1#A01#1#23,KAR_S1,A01,1,23,2017-10-26,17:31:11,28794502,springbok,1,1,1,0.00,0.00,1.00,0.00,0.00,0.20,,,,1.00,0.00
KAR_S1#A01#1#24,KAR_S1,A01,1,24,2017-10-26,17:43:10,28794503,springbok,1,1,1,0.10,0.00,0.90,0.00,0.00,0.20,,,,1.00,0.00
KAR_S1#A01#1#25,KAR_S1,A01,1,25,2017-10-26,19:34:52,28794504,gemsbokoryx,1,1,1,0.22,0.00,1.00,0.00,0.00,0.00,,,,1.00,0.00
KAR_S1#A01#1#26,KAR_S1,A01,1,26,2017-10-26,19:36:20,28794505,springbok,1,1,1,0.67,0.00,0.33,0.00,0.00,0.00,,,,0.90,0.47
KAR_S1#A01#1#27,KAR_S1,A01,1,27,2017-10-26,19:38:06,28794506,springbok,7,4,1,0.56,0.00,0.00,0.89,0.00,0.00,,,,0.90,0.47
KAR_S1#A01#1#28,KAR_S1,A01,1,28,2017-10-26,19:45:30,28794507,springbok,1,1,1,0.20,0.00,0.10,0.80,0.00,0.00,,,,1.00,0.00
KAR_S1#A01#1#29,KAR_S1,A01,1,29,2017-10-26,19:46:32,28794508,springbok,1,1,1,0.10,0.00,0.00,0.90,0.00,0.30,,,,1.00,0.00
KAR_S1#A01#1#30,KAR_S1,A01,1,30,2017-10-26,19:47:34,28794509,springbok,1,1,1,0.40,0.00,0.70,0.00,0.00,0.10,,,,1.00,0.00
KAR_S1#A01#1#31,KAR_S1,A01,1,31,2017-10-26,19:49:55,28794510,springbok,1,1,1,0.30,0.00,0.30,0.40,0.00,0.00,,,,1.00,0.00
KAR_S1#A01#1#32,KAR_S1,A01,1,32,2017-10-27,11:46:52,28794511,zebramountain,1,1,1,0.30,0.00,0.70,0.00,0.00,0.00,,,,1.00,0.00
KAR_S1#A01#1#33,KAR_S1,A01,1,33,2017-10-29,19:38:15,28794512,springbok,1,1,1,0.00,0.00,1.00,0.00,0.00,0.00,,,,0.80,0.58
KAR_S1#A01#1#34,KAR_S1,A01,1,34,2017-11-02,07:58:32,28794513,blank,,,,,,,,,,,,,1.00,0.00
KAR_S1#A01#1#35,KAR_S1,A01,1,35,2017-11-02,08:01:10,28794514,eland,1,1,1,0.29,0.00,0.71,0.43,0.00,0.00,,,,0.70,0.68
KAR_S1#A01#1#36,KAR_S1,A01,1,36,2017-11-03,07:38:17,28794515,kudu,1,1,1,0.11,0.00,1.00,0.00,0.00,0.00,,,,0.90,0.47
KAR_S1#A01#1#37,KAR_S1,A01,1,37,2017-11-03,10:00:15,28794516,kudu,1,1,1,0.00,0.00,0.80,0.20,0.00,0.00,1,,,0.62,0.77
KAR_S1#A01#1#38,KAR_S1,A01,1,38,2017-11-03,10:32:02,28794517,kudu,1,1,1,0.67,0.00,0.33,0.33,0.00,0.00,,,,0.30,0.95
KAR_S1#A01#1#39,KAR_S1,A01,1,39,2017-11-03,10:34:22,28794518,kudu,1,1,1,0.33,0.00,0.67,0.00,0.00,0.17,,,,0.67,0.77
KAR_S1#A01#1#40,KAR_S1,A01,1,40,2017-11-03,10:42:25,28794519,kudu,1,1,1,0.00,0.00,1.00,0.00,0.00,0.00,,,,0.50,0.89
KAR_S1#A01#1#41,KAR_S1,A01,1,41,2017-11-03,11:14:08,28794520,kudu,1,1,1,0.25,0.00,0.88,0.00,0.00,0.00,,,,0.80,0.58
KAR_S1#A01#1#42,KAR_S1,A01,1,42,2017-11-03,16:48:02,28794521,rhinocerosblack,1,1,1,0.60,0.00,0.30,0.10,0.00,0.00,,,,1.00,0.00
KAR_S1#A01#1#43,KAR_S1,A01,1,43,2017-11-06,07:48:56,28794522,kudu,1,1,1,0.33,0.00,0.00,1.00,0.00,0.00,1,,,0.60,0.97
KAR_S1#A01#1#44,KAR_S1,A01,1,44,2017-11-07,02:00:41,28794523,springbok,2,1,1,0.20,0.00,0.00,1.00,0.00,0.00,,,,1.00,0.00
KAR_S1#A01#1#45,KAR_S1,A01,1,45,2017-11-07,02:05:05,28794524,springbok,3,1,1,0.10,0.00,0.20,0.90,0.00,0.10,,,,1.00,0.00
KAR_S1#A01#1#46,KAR_S1,A01,1,46,2017-11-07,02:10:43,28794525,springbok,4,4,3,0.30,0.00,0.10,1.00,0.00,0.20,,,,1.00,0.00
KAR_S1#A01#1#47,KAR_S1,A01,1,47,2017-11-07,02:19:28,28794526,springbok,1,1,1,0.71,0.00,0.00,0.00,0.29,0.00,,,,0.70,0.73
KAR_S1#A01#1#48,KAR_S1,A01,1,48,2017-11-07,02:20:33,28794527,springbok,1,1,1,0.86,0.00,0.14,0.00,0.00,0.00,,,,0.78,0.62
KAR_S1#A01#1#49,KAR_S1,A01,1,49,2017-11-07,02:21:44,28794528,springbok,1,1,1,0.75,0.00,0.25,0.12,0.00,0.00,,,,0.80,0.58
KAR_S1#A01#1#50,KAR_S1,A01,1,50,2017-11-07,02:22:44,28794529,springbok,1,1,1,0.89,0.00,0.22,0.00,0.00,0.00,,,,0.90,0.47
KAR_S1#A01#1#51,KAR_S1,A01,1,51,2017-11-07,02:23:46,28794530,springbok,1,1,1,0.83,0.00,0.17,0.00,0.00,0.00,,,,0.60,0.76
KAR_S1#A01#1#52,KAR_S1,A01,1,52,2017-11-08,00:05:27,28794531,human,,,,,,,,,,,,,1.00,0.00
KAR_S1#A01#1#53,KAR_S1,A01,1,53,2017-11-09,20:12:47,28794532,blank,,,,,,,,,,,,,1.00,0.00
KAR_S1#A01#1#54,KAR_S1,A01,1,54,2017-11-09,20:20:25,28794533,springbok,1,1,1,0.43,0.00,0.29,0.43,0.00,0.14,,,,0.70,0.88
KAR_S1#A01#1#55,KAR_S1,A01,1,55,2017-11-09,20:21:25,28794534,springbok,2,2,1,0.40,0.00,0.10,1.00,0.00,0.00,,,,1.00,0.00
KAR_S1#A01#1#56,KAR_S1,A01,1,56,2017-11-09,20:22:55,28794535,springbok,1,1,1,0.11,0.00,0.22,0.78,0.00,0.00,,,,1.00,0.00
KAR_S1#A01#1#57,KAR_S1,A01,1,57,2017-11-09,22:35:15,28794536,human,,,,,,,,,,,,,1.00,0.00
KAR_S1#A01#1#58,KAR_S1,A01,1,58,2017-11-09,23:09:22,28794537,human,,,,,,,,,,,,,1.00,0.00
KAR_S1#A01#1#59,KAR_S1,A01,1,59,2017-11-11,02:00:34,28794538,springbok,1,1,1,0.11,0.00,0.89,0.00,0.00,0.11,,,,0.90,0.47
KAR_S1#A01#1#60,KAR_S1,A01,1,60,2017-11-11,03:55:25,28794539,springbok,1,1,1,0.10,0.00,0.00,1.00,0.00,0.00,,,,1.00,0.00
KAR_S1#A01#1#61,KAR_S1,A01,1,61,2017-11-11,04:12:02,28794540,zebramountain,1,1,1,0.30,0.00,0.80,0.00,0.00,0.00,,,,1.00,0.00
KAR_S1#A01#1#62,KAR_S1,A01,1,62,2017-11-12,19:19:51,28794541,kudu,1,1,1,0.10,0.00,1.00,0.00,0.00,0.00,,,,0.91,0.44
KAR_S1#A01#1#63,KAR_S1,A01,1,63,2017-11-12,19:21:56,28794542,kudu,1,1,1,0.00,0.00,1.00,0.00,0.00,0.00,,,,0.80,0.72
KAR_S1#A01#1#64,KAR_S1,A01,1,64,2017-11-13,19:21:58,28794543,blank,,,,,,,,,,,,,1.00,0.00
KAR_S1#A01#1#65,KAR_S1,A01,1,65,2017-11-13,20:11:41,28794544,blank,,,,,,,,,,,,,1.00,0.00
KAR_S1#A01#1#66,KAR_S1,A01,1,66,2017-11-14,07:41:40,28794545,gemsbokoryx,1,1,1,0.10,0.00,1.00,0.00,0.00,0.00,,,,1.00,0.00
KAR_S1#A01#1#67,KAR_S1,A01,1,67,2017-11-18,19:28:53,28794546,blank,,,,,,,,,,,,,1.00,0.00
KAR_S1#A01#1#68,KAR_S1,A01,1,68,2017-11-18,19:53:27,28794547,baboon,5,4,1,0.30,0.30,0.90,0.00,0.00,0.40,,,,1.00,0.00
KAR_S1#A01#1#69,KAR_S1,A01,1,69,2017-11-20,13:05:28,28794548,zebramountain,2,2,1,0.20,0.00,0.80,0.00,0.00,0.60,,,,0.50,1.00
KAR_S1#A01#1#70,KAR_S1,A01,1,70,2017-11-20,19:10:59,28794549,blank,,,,,,,,,,,,,1.00,0.00
KAR_S1#A01#1#71,KAR_S1,A01,1,71,2017-11-20,19:49:10,28794550,human,,,,,,,,,,,,,1.00,0.00
KAR_S1#A01#1#72,KAR_S1,A01,1,72,2017-11-22,06:59:47,28794551,kudu,1,1,1,0.14,0.00,0.86,0.00,0.00,0.00,1,,,0.78,0.76
KAR_S1#A01#1#73,KAR_S1,A01,1,73,2017-11-25,06:38:01,28794552,gemsbokoryx,1,1,1,0.00,0.00,1.00,0.00,0.00,0.00,,,,1.00,0.00
KAR_S1#A01#1#74,KAR_S1,A01,1,74,2017-11-26,03:09:48,28794553,gemsbokoryx,1,1,1,0.80,0.00,0.20,0.00,0.00,0.00,,,,1.00,0.00
KAR_S1#A01#1#75,KAR_S1,A01,1,75,2017-11-26,03:10:48,28794554,gemsbokoryx,1,1,1,0.11,0.00,0.00,1.00,0.00,0.00,,,,0.90,0.47
KAR_S1#A01#1#76,KAR_S1,A01,1,76,2017-11-26,17:42:20,28794555,springbok,1,1,1,0.10,0.00,0.90,0.00,0.00,0.00,,,,1.00,0.00
KAR_S1#A01#1#77,KAR_S1,A01,1,77,2017-11-27,02:52:13,28794556,gemsbokoryx,1,1,1,0.20,0.00,0.20,0.80,0.00,0.00,,,,1.00,0.00
KAR_S1#A01#1#78,KAR_S1,A01,1,78,2017-11-27,19:14:43,28794557,kudu,1,1,1,0.33,0.00,0.11,0.67,0.00,0.11,1,,,0.82,0.55
KAR_S1#A01#1#79,KAR_S1,A01,1,79,2017-11-27,19:19:11,28794558,kudu,1,1,1,0.20,0.00,0.80,0.00,0.00,0.00,,,,0.50,0.88
KAR_S1#A01#1#80,KAR_S1,A01,1,80,2017-11-27,19:46:31,28794559,ostrich,1,1,1,0.70,0.00,0.40,0.00,0.00,0.00,,,,1.00,0.00
KAR_S1#A01#1#81,KAR_S1,A01,1,81,2017-11-29,13:06:24,28794560,springbok,1,1,1,0.00,0.00,1.00,0.00,0.00,0.00,,,,0.90,0.47
KAR_S1#A01#1#82,KAR_S1,A01,1,82,2017-11-30,10:45:19,28794561,gemsbokoryx,1,1,1,0.40,0.00,0.10,0.50,0.00,0.00,,,,1.00,0.00
KAR_S1#A01#1#83,KAR_S1,A01,1,83,2017-11-30,10:47:19,28794562,gemsbokoryx,1,1,1,0.20,0.00,0.00,0.90,0.00,0.00,,,,1.00,0.00
KAR_S1#A01#1#84,KAR_S1,A01,1,84,2017-11-30,10:49:19,28794563,gemsbokoryx,1,1,1,0.43,0.00,0.14,0.57,0.00,0.00,,,,0.64,0.95
KAR_S1#A01#1#85,KAR_S1,A01,1,85,2017-11-30,13:46:45,28794564,zebramountain,2,1,1,0.33,0.00,0.67,0.00,0.00,0.00,,,,0.90,0.47
KAR_S1#A01#1#86,KAR_S1,A01,1,86,2017-11-30,13:48:47,28794565,zebramountain,1,1,1,0.22,0.00,0.00,1.00,0.00,0.11,,,,0.90,0.47
KAR_S1#A01#1#87,KAR_S1,A01,1,87,2017-11-30,21:58:01,28794566,blank,,,,,,,,,,,,,1.00,0.00
KAR_S1#A01#1#88,KAR_S1,A01,1,88,2017-12-02,19:28:48,28794567,springbok,1,1,1,0.10,0.00,0.90,0.00,0.00,0.00,,,,1.00,0.00
KAR_S1#A01#1#89,KAR_S1,A01,1,89,2017-12-02,20:09:55,28794568,gemsbokoryx,5,5,5,0.10,0.00,0.40,0.80,0.00,0.00,,,,1.00,0.00
KAR_S1#A01#1#90,KAR_S1,A01,1,90,2017-12-03,05:25:59,28794569,rhebokgrey,1,1,1,0.25,0.00,0.25,0.75,0.00,0.00,,,,0.40,0.90
KAR_S1#A01#1#91,KAR_S1,A01,1,91,2017-12-03,05:45:43,28794570,gemsbokoryx,1,1,1,0.10,0.00,0.30,0.70,0.00,0.00,,,,1.00,0.00
KAR_S1#A01#1#92,KAR_S1,A01,1,92,2017-12-03,06:37:49,28794571,eland,1,1,1,0.25,0.00,0.75,0.00,0.00,0.00,,,,0.67,0.79
KAR_S1#A01#1#93,KAR_S1,A01,1,93,2017-12-03,13:23:22,28794572,gemsbokoryx,1,1,1,0.10,0.10,0.90,0.00,0.00,0.00,,,,1.00,0.00
KAR_S1#A01#1#94,KAR_S1,A01,1,94,2017-12-03,18:13:48,28794573,blank,,,,,,,,,,,,,1.00,0.00
KAR_S1#A01#1#95,KAR_S1,A01,1,95,2017-12-04,06:22:59,28794574,eland,1,1,1,0.75,0.00,0.25,0.00,0.00,0.00,,,,1.00,0.00
KAR_S1#A01#1#96,KAR_S1,A01,1,96,2017-12-04,06:24:20,28794575,eland,1,1,1,0.00,0.00,0.11,1.00,0.00,0.00,,,,0.90,0.47
KAR_S1#A01#1#97,KAR_S1,A01,1,97,2017-12-04,06:29:54,28794576,eland,1,1,1,1.00,0.00,0.00,0.00,0.00,0.00,,,,1.00,0.00
KAR_S1#A01#1#98,KAR_S1,A01,1,98,2017-12-04,06:31:00,28794577,eland,1,1,1,0.33,0.00,0.33,0.67,0.00,0.00,,,,0.30,0.69
KAR_S1#A01#1#98,KAR_S1,A01,1,98,2017-12-04,06:31:00,28794577,gemsbokoryx,3,2,1,0.20,0.00,0.10,0.90,0.00,0.00,,,,1.00,0.69
KAR_S1#A01#1#99,KAR_S1,A01,1,99,2017-12-04,06:32:08,28794578,eland,2,1,1,0.00,0.00,0.00,1.00,0.00,0.00,,,,0.70,0.80
KAR_S1#A01#1#99,KAR_S1,A01,1,99,2017-12-04,06:32:08,28794578,gemsbokoryx,2,1,1,0.12,0.00,0.38,0.62,0.00,0.00,,,,0.80,0.80
KAR_S1#A01#1#100,KAR_S1,A01,1,100,2017-12-04,18:51:03,28794579,eland,1,1,1,0.14,0.00,0.86,0.00,0.00,0.00,,,,0.78,0.76
KAR_S1#A01#1#101,KAR_S1,A01,1,101,2017-12-04,18:52:55,28794580,human,,,,,,,,,,,,,1.00,0.00
KAR_S1#A01#1#102,KAR_S1,A01,1,102,2017-12-04,19:58:33,28794581,human,,,,,,,,,,,,,1.00,0.00
KAR_S1#A01#1#103,KAR_S1,A01,1,103,2017-12-05,17:50:10,28794582,blank,,,,,,,,,,,,,1.00,0.00
KAR_S1#A01#1#104,KAR_S1,A01,1,104,2017-12-05,19:47:43,28794583,blank,,,,,,,,,,,,,1.00,0.00
KAR_S1#A01#1#105,KAR_S1,A01,1,105,2017-12-06,04:41:29,28794584,eland,1,1,1,0.40,0.00,0.10,0.70,0.00,0.00,,,,1.00,0.00
KAR_S1#A01#1#106,KAR_S1,A01,1,106,2017-12-06,05:07:40,28794585,eland,1,1,1,0.38,0.00,0.62,0.25,0.00,0.00,,,,0.80,0.58
KAR_S1#A01#1#107,KAR_S1,A01,1,107,2017-12-06,05:16:27,28794586,eland,2,2,1,0.20,0.00,0.90,0.00,0.00,0.10,,,,1.00,0.00
KAR_S1#A01#1#108,KAR_S1,A01,1,108,2017-12-06,13:23:54,28794587,kudu,1,1,1,0.50,0.00,0.50,0.00,0.00,0.00,,,,0.89,0.50
KAR_S1#A01#1#109,KAR_S1,A01,1,109,2017-12-07,03:53:51,28794588,springbok,1,1,1,0.00,0.00,1.00,0.00,0.00,0.00,,,,1.00,0.00
KAR_S1#A01#1#110,KAR_S1,A01,1,110,2017-12-07,06:27:07,28794589,blank,,,,,,,,,,,,,1.00,0.00
KAR_S1#A01#1#111,KAR_S1,A01,1,111,2017-12-08,11:22:37,28794590,gemsbokoryx,1,1,1,0.50,0.00,0.00,0.50,0.00,0.00,,,,0.67,0.77
KAR_S1#A01#1#112,KAR_S1,A01,1,112,2017-12-08,11:24:36,28794591,gemsbokoryx,1,1,1,0.00,0.11,0.00,0.89,0.00,0.00,,,,0.90,0.47
KAR_S1#A01#1#113,KAR_S1,A01,1,113,2017-12-08,11:26:39,28794592,blank,,,,,,,,,,,,,1.00,0.00
KAR_S1#A01#1#114,KAR_S1,A01,1,114,2017-12-08,11:28:39,28794593,blank,,,,,,,,,,,,,1.00,0.00
KAR_S1#A01#1#115,KAR_S1,A01,1,115,2017-12-08,11:30:39,28794594,gemsbokoryx,1,1,1,0.30,0.00,0.40,0.30,0.00,0.00,,,,1.00,0.00
KAR_S1#A01#1#116,KAR_S1,A01,1,116,2017-12-10,18:36:12,28794595,hartebeestred,2,2,2,0.00,0.00,1.00,0.00,0.00,0.00,,,,1.00,0.00
KAR_S1#A01#1#117,KAR_S1,A01,1,117,2017-12-11,00:24:37,28794596,eland,1,1,1,0.10,0.00,0.20,0.80,0.00,0.00,,,,1.00,0.00
KAR_S1#A01#1#118,KAR_S1,A01,1,118,2017-12-11,06:47:36,28794597,blank,,,,,,,,,,,,,1.00,0.00
KAR_S1#A01#1#119,KAR_S1,A01,1,119,2017-12-11,06:49:26,28794598,blank,,,,,,,,,,,,,1.00,0.00
KAR_S1#A01#1#120,KAR_S1,A01,1,120,2017-12-11,06:50:43,28794599,blank,,,,,,,,,,,,,1.00,0.00
KAR_S1#A01#1#121,KAR_S1,A01,1,121,2017-12-11,15:19:17,28794600,blank,,,,,,,,,,,,,1.00,0.00
KAR_S1#A01#1#122,KAR_S1,A01,1,122,2017-12-11,15:23:46,28794601,eland,1,1,1,0.50,0.00,0.50,0.00,0.00,0.00,,,,0.33,0.97
KAR_S1#A01#1#123,KAR_S1,A01,1,123,2017-12-11,17:45:15,28794602,kudu,1,1,1,0.80,0.00,0.20,0.00,0.00,0.00,1,,,0.71,0.72
KAR_S1#A01#1#124,KAR_S1,A01,1,124,2017-12-11,17:46:16,28794603,kudu,5,5,2,0.50,0.00,0.88,1.00,0.00,0.25,1,1,1,0.80,0.58
KAR_S1#A01#1#125,KAR_S1,A01,1,125,2017-12-11,18:21:15,28794604,blank,,,,,,,,,,,,,1.00,0.00
KAR_S1#A01#1#126,KAR_S1,A01,1,126,2017-12-11,23:29:27,28794605,human,,,,,,,,,,,,,1.00,0.00
KAR_S1#A01#1#127,KAR_S1,A01,1,127,2017-12-12,00:04:15,28794606,human,,,,,,,,,,,,,1.00,0.00
KAR_S1#A01#1#128,KAR_S1,A01,1,128,2017-12-15,12:11:54,28794607,eland,1,1,1,0.20,0.00,1.00,0.00,0.00,0.00,,,,0.56,0.83
KAR_S1#A01#1#129,KAR_S1,A01,1,129,2017-12-17,07:34:48,28794608,gemsbokoryx,1,1,1,0.11,0.00,0.11,0.89,0.00,0.00,,,,0.90,0.47
KAR_S1#A01#1#130,KAR_S1,A01,1,130,2017-12-17,07:36:45,28794609,gemsbokoryx,1,1,1,0.10,0.00,0.10,0.90,0.00,0.00,,,,1.00,0.00
KAR_S1#A01#1#131,KAR_S1,A01,1,131,2017-12-17,07:37:48,28794610,blank,,,,,,,,,,,,,1.00,0.00
KAR_S1#A01#1#132,KAR_S1,A01,1,132,2017-12-17,07:40:55,28794611,blank,,,,,,,,,,,,,1.00,0.00
KAR_S1#A01#1#133,KAR_S1,A01,1,133,2017-12-17,07:54:08,28794612,blank,,,,,,,,,,,,,1.00,0.00
KAR_S1#A01#1#134,KAR_S1,A01,1,134,2017-12-17,19:54:15,28794613,kudu,1,1,1,0.67,0.00,0.17,0.17,0.00,0.00,1,,,0.75,0.67
KAR_S1#A01#1#135,KAR_S1,A01,1,135,2017-12-19,06:20:54,28794614,gemsbokoryx,1,1,1,0.80,0.20,0.10,0.00,0.00,0.00,,,,1.00,0.00
KAR_S1#A01#1#136,KAR_S1,A01,1,136,2017-12-19,06:21:54,28794615,gemsbokoryx,1,1,1,1.00,0.00,0.12,0.00,0.00,0.00,,,,0.80,0.72
KAR_S1#A01#1#137,KAR_S1,A01,1,137,2017-12-19,06:22:54,28794616,gemsbokoryx,1,1,1,0.00,0.00,0.00,1.00,0.00,0.00,,,,0.90,0.47
KAR_S1#A01#1#138,KAR_S1,A01,1,138,2017-12-19,06:24:09,28794617,gemsbokoryx,1,1,1,0.88,0.00,0.12,0.00,0.00,0.00,,,,0.80,0.58
KAR_S1#A01#1#139,KAR_S1,A01,1,139,2017-12-19,06:43:24,28794618,gemsbokoryx,1,1,1,0.00,0.00,1.00,0.00,0.00,0.00,,,,1.00,0.00
KAR_S1#A01#1#140,KAR_S1,A01,1,140,2017-12-19,16:29:01,28794619,gemsbokoryx,1,1,1,0.43,0.00,0.57,0.14,0.00,0.00,,,,0.88,0.54
KAR_S1#A01#1#141,KAR_S1,A01,1,141,2017-12-19,17:47:05,28794620,reedbuckmountain,1,1,1,0.50,0.00,0.00,0.75,0.00,0.00,,,,0.44,0.88
KAR_S1#A01#1#142,KAR_S1,A01,1,142,2017-12-20,19:10:55,28794621,steenbok,1,1,1,0.50,0.00,0.50,0.00,0.00,0.00,,,,0.40,0.92
KAR_S1#A01#1#143,KAR_S1,A01,1,143,2017-12-20,19:21:39,28794622,hartebeestred,1,1,1,0.56,0.00,0.44,0.00,0.11,0.00,,,,0.90,0.47
KAR_S1#A01#1#144,KAR_S1,A01,1,144,2017-12-20,19:28:33,28794623,gemsbokoryx,1,1,1,0.10,0.00,0.10,0.90,0.00,0.00,,,,1.00,0.00
KAR_S1#A01#1#145,KAR_S1,A01,1,145,2017-12-20,20:47:59,28794624,baboon,1,1,1,0.40,0.00,0.70,0.00,0.00,0.00,,,,1.00,0.00
KAR_S1#A01#1#146,KAR_S1,A01,1,146,2017-12-21,05:59:31,28794625,eland,1,1,1,0.17,0.00,0.50,0.33,0.00,0.00,,,,0.67,0.77
KAR_S1#A01#1#147,KAR_S1,A01,1,147,2017-12-22,17:46:12,28794626,kudu,3,2,1,0.22,0.00,0.00,1.00,0.00,0.11,,,,0.90,0.47
KAR_S1#A01#1#148,KAR_S1,A01,1,148,2017-12-25,04:42:03,28794627,blank,,,,,,,,,,,,,1.00,0.00
KAR_S1#A01#1#149,KAR_S1,A01,1,149,2017-12-26,18:43:32,28794628,ostrich,1,1,1,0.80,0.00,0.20,0.00,0.00,0.00,,,,1.00,0.00
KAR_S1#A01#1#150,KAR_S1,A01,1,150,2017-12-26,18:46:14,28794629,blank,,,,,,,,,,,,,1.00,0.00
KAR_S1#A01#1#151,KAR_S1,A01,1,151,2017-12-26,19:47:01,28794630,blank,,,,,,,,,,,,,1.00,0.00
KAR_S1#A01#1#152,KAR_S1,A01,1,152,2017-12-26,19:55:52,28794631,ostrich,1,1,1,0.00,0.00,1.00,0.00,0.00,0.00,,,,1.00,0.00
KAR_S1#A01#1#153,KAR_S1,A01,1,153,2017-12-26,19:58:19,28794632,blank,,,,,,,,,,,,,1.00,0.00
KAR_S1#A01#1#154,KAR_S1,A01,1,154,2017-12-26,20:01:17,28794633,blank,,,,,,,,,,,,,1.00,0.00
KAR_S1#A01#1#155,KAR_S1,A01,1,155,2017-12-27,07:58:33,28794634,blank,,,,,,,,,,,,,1.00,0.00
KAR_S1#A01#1#156,KAR_S1,A01,1,156,2017-12-27,21:33:22,28794635,ostrich,1,1,1,0.30,0.00,0.70,0.00,0.00,0.00,,,,1.00,0.00
KAR_S1#A01#1#157,KAR_S1,A01,1,157,2017-12-27,21:37:19,28794636,ostrich,1,1,1,0.11,0.00,0.89,0.00,0.00,0.00,,,,0.90,0.47
KAR_S1#A01#1#158,KAR_S1,A01,1,158,2017-12-27,21:48:58,28794637,ostrich,1,1,1,0.80,0.00,0.10,0.10,0.00,0.00,,,,1.00,0.00
KAR_S1#A01#1#159,KAR_S1,A01,1,159,2017-12-28,05:55:54,28794638,kudu,1,1,1,0.11,0.00,1.00,0.00,0.00,0.00,,,,0.90,0.47
